Fullname,First Name,Last Name,Temporary ID,Original Created Date,Address,Country,City,Country City Detection,Country Detection,Email,Phone,Original Industry
Liam Ellison,Liam,Ellison,444314,2021-10-05,"Ayres   Crossroad, 1387",England,Oxford,City,"('England', 'Oxford')",liam_ellison226792470@brety.org,(+44) 2746347255,;Dairy products;Fruit and vegetables
Liam Foxley,Liam,Foxley,444067,2021-10-30,"Littlebury  Lane, 2310",England,Oxford,City,"('England', 'Oxford')",liam_foxley447867569@bungar.biz,(+44) 484023614,;Poultry and fish;Milling
Liam Graves,Liam,Graves,441549,2021-06-09,"Calvin   Grove, 5040",Ireland,Waterford,City,"('Ireland', 'Waterford')",liam_graves767638496@womeona.net,(+353) 5264546820,;Bakery products;Fruit and vegetables
Liam Hamilton,Liam,Hamilton,444406,2021-10-06,"Apothecary   Walk, 4328",Ireland,-,Country,"('Ireland', '-')",liam_hamilton666186544@dionrab.com,(+353) 5862538215,;Meat;Fruit and vegetables
Liam Heaton,Liam,Heaton,444218,2021-09-10,"Queensberry  Pass, 8180",England,London,City,"('England', 'London')",liam_heaton1854417642@tonsy.org,(+44) 4581751016,;Poultry and fish;Animal feeds
Liam Higgs,Liam,Higgs,444553,2021-09-30,"Lonsdale  Walk, 1330",Ireland,Dublin,City,"('Ireland', 'Dublin')",liam_higgs1379023353@tonsy.org,(+353) 35160462,;Poultry and fish;Fruit and vegetables
Liam Hobbs,Liam,Hobbs,429471,2021-07-28,"Clissold  Pass, 6002",Ireland,Dublin,City,"('Ireland', 'Dublin')",liam_hobbs2036560280@typill.biz,(+353) 4525234535,;Meat;Fruit and vegetables
Liam Hopkins,Liam,Hopkins,463707,2021-01-25,"Blean   Drive, 7238",England,Oxford,City,"('England', 'Oxford')",liam_hopkins1870445064@infotech44.tech,(+44) 3417038578,;Meat
Liam Ianson,Liam,Ianson,444451,2021-08-28,"Eldon  Road, 9493",England,London,City,"('England', 'London')",liam_ianson1859976417@deavo.com,(+44) 7002227146,;Meat;Milling
Liam Johnson,Liam,Johnson,421332,2021-03-12,"Camdenhurst   Way, 5017",Ireland,-,Country,"('Ireland', '-')",liam_johnson722237384@cispeto.com,(+353) 4673778168,;Animal feeds;Fruit and vegetables
Liam Jordan,Liam,Jordan,460930,2021-10-21,"College  Crossroad, 6939",Ireland,Limerick,City,"('Ireland', 'Limerick')",liam_jordan1813629707@brety.org,(+353) 2506602412,;Animal feeds
Liam Kennedy,Liam,Kennedy,443925,2021-11-24,"Bacton   Way, 581",Ireland,-,Country,"('Ireland', '-')",liam_kennedy1499333320@acrit.org,(+353) 6077016073,;Bakery products;Animal feeds
Liam Mcguire,Liam,Mcguire,443159,2021-10-05,"Beaumont  Walk, 5103",England,London,City,"('England', 'London')",liam_mcguire413239450@atink.com,(+44) 5851027465,;Bakery products;Poultry and fish;Animal feeds;Milling
Liam Nicholls,Liam,Nicholls,462769,2021-04-08,"Linden Drive, 3601",England,London,City,"('England', 'London')",liam_nicholls1344656246@liret.org,(+44) 5552265643,;Meat
Liam Norman,Liam,Norman,441799,2021-04-06,"Tisbury  Way, 1901",England,Oxford,City,"('England', 'Oxford')",liam_norman2147015065@ovock.tech,(+44) 41640878,;Poultry and fish
Liam Osmond,Liam,Osmond,415293,2021-11-16,"Lincoln Crossroad, 1924",Ireland,Dublin,City,"('Ireland', 'Dublin')",liam_osmond980797962@zorer.org,(+353) 2348118000,;Bakery products;Fruit and vegetables
Liam Owen,Liam,Owen,444024,2021-06-11,"Battis   Rue, 5062",Ireland,Cork,City,"('Ireland', 'Cork')",liam_owen1162728747@deavo.com,(+353) 5836338081,;Meat;Poultry and fish
Liam Richardson,Liam,Richardson,434190,2021-12-11,"Camley   Alley, 640",Ireland,-,Country,"('Ireland', '-')",liam_richardson1033081392@deavo.com,(+353) 3237302385,;Bakery products;Poultry and fish
Liam Rosenbloom,Liam,Rosenbloom,441128,2021-09-17,"Fieldstone Route, 875",England,-,Country,"('England', '-')",liam_rosenbloom813070261@acrit.org,(+44) 1338767043,;Bakery products;Milling
Liam Rowan,Liam,Rowan,455794,2021-12-16,"Birkin   Grove, 9323",England,London,City,"('England', 'London')",liam_rowan2030363936@dionrab.com,(+44) 3466118301,;Milling
Liam Rowlands,Liam,Rowlands,428524,2021-11-16,"Woodland Avenue, 1619",England,Oxford,City,"('England', 'Oxford')",liam_rowlands1242144715@nickia.com,(+44) 502501426,;Bakery products;Milling
Liam Simpson,Liam,Simpson,443821,2021-07-14,"Bayberry Way, 3522",England,Milton Keynes,City,"('England', 'Milton Keynes')",liam_simpson1730716422@sveldo.biz,(+44) 6451783037,;Animal feeds;Milling
Liam Stewart,Liam,Stewart,443501,2021-11-17,"Tisbury  Vale, 4286",England,-,Country,"('England', '-')",liam_stewart525257461@eirey.tech,(+44) 4823700738,;Meat;Dairy products
Liam Vince,Liam,Vince,444065,2021-10-18,"Heritage Rue, 5690",Ireland,Cork,City,"('Ireland', 'Cork')",liam_vince2000845932@nanoff.biz,(+353) 7536616034,;Animal feeds
Liam Walsh,Liam,Walsh,418322,2021-04-09,"Elizabeth  Alley, 2622",England,Winchester,City,"('England', 'Winchester')",liam_walsh1556374845@vetan.org,(+44) 5830750310,;Dairy products;Fruit and vegetables
Liam Wheeler,Liam,Wheeler,434199,2021-02-18,"Bell    Hill, 2314",England,-,Country,"('England', '-')",liam_wheeler1795866066@ovock.tech,(+44) 3452035023,;Meat;Animal feeds
Liam White,Liam,White,444403,2021-10-03,"English   Lane, 2548",Ireland,Cork,City,"('Ireland', 'Cork')",liam_white1450998210@typill.biz,(+353) 4072277757,;Bakery products;Dairy products;Animal feeds
Liam Wilton,Liam,Wilton,443101,2021-04-28,"Victoria Rise Crossroad, 3848",Ireland,Limerick,City,"('Ireland', 'Limerick')",liam_wilton1226373828@ubusive.com,(+353) 7781724502,;Animal feeds;Milling
Liliana Ellwood,Liliana,Ellwood,461726,2021-07-07,"Victoria Rise Crossroad, 6792",England,Plymouth,City,"('England', 'Plymouth')",liliana_ellwood697672333@dionrab.com,(+44) 6457125853,;Bakery products
Liliana Purvis,Liliana,Purvis,429478,2021-12-13,"Ely  Lane, 3240",Ireland,Cork,City,"('Ireland', 'Cork')",liliana_purvis525253219@bulaffy.com,(+353) 5708362461,;Dairy products;Animal feeds
Liliana Rees,Liliana,Rees,461736,2021-10-28,"Fairholt   Pass, 4944",England,Plymouth,City,"('England', 'Plymouth')",liliana_rees14880488@grannar.com,(+44) 6782315637,;Bakery products
Liliana Simpson,Liliana,Simpson,419712,2021-03-15,"Birkenhead   Grove, 2579",Ireland,Limerick,City,"('Ireland', 'Limerick')",liliana_simpson2131576912@nimogy.biz,(+353) 731425624,;Meat;Poultry and fish
Liliana Stanley,Liliana,Stanley,460194,2021-06-01,"Chelsea Manor  Pass, 8642",Ireland,Cork,City,"('Ireland', 'Cork')",liliana_stanley2067976102@womeona.net,(+353) 1361501048,;Dairy products
Lillian Graves,Lillian,Graves,447098,2021-06-02,"Ben   Avenue, 1996",England,Milton Keynes,City,"('England', 'Milton Keynes')",lillian_graves1521455175@acrit.org,(+44) 6705381256,;Animal feeds
Lillian Hamilton,Lillian,Hamilton,457530,2021-06-15,"Westbourne Grove, 2363",Ireland,Limerick,City,"('Ireland', 'Limerick')",lillian_hamilton932204892@nickia.com,(+353) 1142388623,;Poultry and fish
Lillian Richards,Lillian,Richards,442080,2021-07-29,"Beaumont  Avenue, 9872",England,London,City,"('England', 'London')",lillian_richards1342867276@naiker.biz,(+44) 5487848660,;Bakery products;Dairy products
Lillian Thomson,Lillian,Thomson,461720,2021-11-02,"Spruce Way, 1202",England,London,City,"('England', 'London')",lillian_thomson548119182@guentu.biz,(+44) 6306674347,;Bakery products
Lily Baxter,Lily,Baxter,461394,2021-07-02,"Erindale Way, 9366",England,-,Country,"('England', '-')",lily_baxter709295481@guentu.biz,(+44) 5210418832,;Poultry and fish
Lily Daniells,Lily,Daniells,463717,2021-02-12,"Virginia Lane, 7272",Ireland,Waterford,City,"('Ireland', 'Waterford')",lily_daniells128867383@typill.biz,(+353) 4701073300,;Bakery products
Lily Gray,Lily,Gray,423738,2021-07-13,"Cleaver Street, 9175",Ireland,Dublin,City,"('Ireland', 'Dublin')",lily_gray4754992@tonsy.org,(+353) 7224316564,;Fruit and vegetables;Milling
Lily Hilton,Lily,Hilton,429388,2021-08-07,"Elizabeth  Road, 8071",England,Plymouth,City,"('England', 'Plymouth')",lily_hilton342990860@grannar.com,(+44) 1550536385,;Bakery products;Meat
Lily Robinson,Lily,Robinson,444059,2021-12-23,"Caedmon  Tunnel, 452",England,Oxford,City,"('England', 'Oxford')",lily_robinson1370789362@qater.org,(+44) 4183862636,;Dairy products;Poultry and fish
Lily Watson,Lily,Watson,429373,2021-08-29,"College  Road, 876",Ireland,Dublin,City,"('Ireland', 'Dublin')",lily_watson762266359@atink.com,(+353) 5538705735,;Dairy products;Animal feeds
Liv Bowen,Liv,Bowen,443907,2021-03-08,"Durham Boulevard, 7275",England,Plymouth,City,"('England', 'Plymouth')",liv_bowen1984759402@extex.org,(+44) 7327824168,;Bakery products;Dairy products
Liv Calderwood,Liv,Calderwood,447047,2021-12-04,"Fairview Lane, 8208",England,-,Country,"('England', '-')",liv_calderwood1114996142@mafthy.com,(+44) 470242216,;Animal feeds
Liv Jones,Liv,Jones,423976,2021-06-11,"Wadham  Boulevard, 7247",England,Winchester,City,"('England', 'Winchester')",liv_jones939344626@ubusive.com,(+44) 3880080410,;Poultry and fish
Liv Shields,Liv,Shields,441276,2021-02-08,"Wake  Crossroad, 6796",Ireland,Limerick,City,"('Ireland', 'Limerick')",liv_shields118645690@ubusive.com,(+353) 8311345027,;Bakery products;Dairy products
Livia Collingwood,Livia,Collingwood,416048,2021-11-29,"Heritage Grove, 7320",England,Oxford,City,"('England', 'Oxford')",livia_collingwood1824028158@atink.com,(+44) 3733704543,;Bakery products;Animal feeds
Livia Hardwick,Livia,Hardwick,431047,2021-12-07,"Clarges   Pass, 4484",Ireland,Cork,City,"('Ireland', 'Cork')",livia_hardwick2023234690@gmail.com,(+353) 4786256372,;Animal feeds;Fruit and vegetables
Livia Morris,Livia,Morris,420730,2021-07-17,"Liverpool  Lane, 5705",Ireland,Dublin,City,"('Ireland', 'Dublin')",livia_morris1075611799@deavo.com,(+353) 8770830182,;Bakery products
Logan Allen,Logan,Allen,438392,2021-11-11,"Adderley   Hill, 3410",England,Oxford,City,"('England', 'Oxford')",logan_allen392460177@ovock.tech,(+44) 2851574026,;Meat;Poultry and fish
Logan Baldwin,Logan,Baldwin,433931,2021-06-27,"Hickory   Boulevard, 7718",Ireland,Waterford,City,"('Ireland', 'Waterford')",logan_baldwin357714660@atink.com,(+353) 500633251,;Bakery products;Milling
Logan Blackburn,Logan,Blackburn,439105,2021-10-15,"Paris   Street, 1425",England,Milton Keynes,City,"('England', 'Milton Keynes')",logan_blackburn119408803@irrepsy.com,(+44) 3827333580,;Poultry and fish;Fruit and vegetables
Logan Broomfield,Logan,Broomfield,444621,2021-03-25,"Badric  Crossroad, 1888",England,London,City,"('England', 'London')",logan_broomfield1724018653@muall.tech,(+44) 5466038467,;Poultry and fish
Logan Brown,Logan,Brown,434195,2021-12-27,"Apothecary   Crossroad, 4088",England,London,City,"('England', 'London')",logan_brown860259343@atink.com,(+44) 3667117480,;Bakery products;Dairy products
Logan Camden,Logan,Camden,442452,2021-07-21,"Falconberg   Route, 5543",England,Winchester,City,"('England', 'Winchester')",logan_camden774840995@cispeto.com,(+44) 7767141804,;Bakery products;Milling
Logan Denton,Logan,Denton,444402,2021-12-26,"Camdale  Alley, 1425",England,Plymouth,City,"('England', 'Plymouth')",logan_denton636381782@fuliss.net,(+44) 7155366757,;Bakery products;Meat
Logan Dwyer,Logan,Dwyer,462408,2021-01-28,"Wake  Street, 9405",Ireland,-,Country,"('Ireland', '-')",logan_dwyer1200785923@fuliss.net,(+353) 7326418505,;Fruit and vegetables
Logan Farrell,Logan,Farrell,444057,2021-10-31,"Canon Lane, 3470",England,Oxford,City,"('England', 'Oxford')",logan_farrell918655348@deons.tech,(+44) 8551133810,;Meat;Poultry and fish
Logan Furnell,Logan,Furnell,443674,2021-09-30,"Belmont Park Grove, 7497",England,Plymouth,City,"('England', 'Plymouth')",logan_furnell622273009@ovock.tech,(+44) 3821688303,;Fruit and vegetables;Milling
Logan Gilmore,Logan,Gilmore,444066,2021-12-03,"Gate   Boulevard, 2519",England,-,Country,"('England', '-')",logan_gilmore848698233@grannar.com,(+44) 4471083732,;Bakery products;Fruit and vegetables
Logan Graham,Logan,Graham,415297,2021-12-19,"Buttonwood Vale, 3757",Ireland,-,Country,"('Ireland', '-')",logan_graham586459767@gembat.biz,(+353) 6065712207,;Meat;Milling
Logan Griffiths,Logan,Griffiths,435533,2021-06-02,"Blendon    Tunnel, 4295",Ireland,Dublin,City,"('Ireland', 'Dublin')",logan_griffiths953754158@bretoux.com,(+353) 1506210480,;Animal feeds;Milling
Logan Hewitt,Logan,Hewitt,414023,2021-09-02,"Apostle  Alley, 8536",Ireland,Cork,City,"('Ireland', 'Cork')",logan_hewitt1164787790@famism.biz,(+353) 461324163,;Meat;Fruit and vegetables
Logan Howard,Logan,Howard,443851,2021-04-27,"Angrave    Hill, 9829",England,Plymouth,City,"('England', 'Plymouth')",logan_howard162557478@yahoo.com,(+44) 4187452536,;Dairy products;Fruit and vegetables
Logan Hunt,Logan,Hunt,442334,2021-09-14,"Collent   Lane, 9371",England,Oxford,City,"('England', 'Oxford')",logan_hunt1517825924@bretoux.com,(+44) 6306278281,;Bakery products
Logan Irving,Logan,Irving,439134,2021-07-07,"Howard Way, 9204",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_irving1677292821@brety.org,(+353) 2835652173,;Bakery products;Milling
Logan Kent,Logan,Kent,429464,2021-06-17,"Argyle  Alley, 1499",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_kent1111311541@twipet.com,(+353) 6118825424,;Poultry and fish;Fruit and vegetables
Logan Lambert,Logan,Lambert,441133,2021-11-21,"Norland  Hill, 7957",Ireland,Dublin,City,"('Ireland', 'Dublin')",logan_lambert1851328298@infotech44.tech,(+353) 8667855841,;Bakery products;Dairy products
Logan Lee,Logan,Lee,428532,2021-10-24,"Duthie   Pass, 1531",Ireland,Dublin,City,"('Ireland', 'Dublin')",logan_lee26039806@sveldo.biz,(+353) 7774074335,;Meat;Dairy products
Logan Little,Logan,Little,443830,2021-12-24,"King Edward  Walk, 724",Ireland,Dublin,City,"('Ireland', 'Dublin')",logan_little1430698338@famism.biz,(+353) 3605507487,;Bakery products;Meat
Logan Moss,Logan,Moss,441371,2021-06-23,"Earl Rise Route, 2285",Ireland,-,Country,"('Ireland', '-')",logan_moss1600690215@muall.tech,(+353) 4226253340,;Animal feeds;Milling
Logan Nobbs,Logan,Nobbs,418349,2021-12-16,"Blomfield  Drive, 312",Ireland,-,Country,"('Ireland', '-')",logan_nobbs754213579@ubusive.com,(+353) 6462457808,;Animal feeds;Fruit and vegetables
Logan Noon,Logan,Noon,442453,2021-07-26,"Cedarne  Hill, 9826",England,-,Country,"('England', '-')",logan_noon349751851@sheye.org,(+44) 2643257432,;Meat;Animal feeds
Logan Norton,Logan,Norton,419709,2021-11-18,"Antrobus   Avenue, 6722",England,London,City,"('England', 'London')",logan_norton2017059643@atink.com,(+44) 6542728610,;Bakery products;Milling
Logan Phillips,Logan,Phillips,443964,2021-12-22,"Westbourne Avenue, 1898",England,Milton Keynes,City,"('England', 'Milton Keynes')",logan_phillips1497989210@atink.com,(+44) 7740317134,;Poultry and fish;Fruit and vegetables;Animal feeds
Logan Power,Logan,Power,438630,2021-07-26,"Monroe Alley, 5710",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_power844975829@dionrab.com,(+353) 7783834262,;Dairy products;Meat;Poultry and fish
Logan Radcliffe,Logan,Radcliffe,441523,2021-10-22,"Chesterfield  Boulevard, 2209",England,-,Country,"('England', '-')",logan_radcliffe2122404320@acrit.org,(+44) 1788630446,;Dairy products;Poultry and fish
Logan Reid,Logan,Reid,444315,2021-08-16,"Norfolk  Route, 9554",Ireland,Waterford,City,"('Ireland', 'Waterford')",logan_reid917664000@iatim.tech,(+353) 8614806073,;Animal feeds;Fruit and vegetables
Logan Ross,Logan,Ross,442070,2021-11-17,"Queen Caroline   Alley, 2816",Ireland,Cork,City,"('Ireland', 'Cork')",logan_ross1968672436@twipet.com,(+353) 1807331413,;Dairy products;Animal feeds
Logan Rowlands,Logan,Rowlands,433936,2021-09-30,"Bective  Rue, 5047",England,Milton Keynes,City,"('England', 'Milton Keynes')",logan_rowlands1361041101@bungar.biz,(+44) 4664004116,;Poultry and fish
Logan Shaw,Logan,Shaw,441538,2021-10-23,"Tilson  Hill, 4753",Ireland,Waterford,City,"('Ireland', 'Waterford')",logan_shaw1729991168@grannar.com,(+353) 7755030702,;Meat;Poultry and fish
Logan Simpson,Logan,Simpson,444008,2021-09-14,"Calverley  Rue, 2035",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_simpson796711575@gembat.biz,(+353) 8024833260,;Bakery products;Fruit and vegetables
Logan Spencer,Logan,Spencer,429393,2021-05-24,"Chatfield  Alley, 9658",Ireland,Cork,City,"('Ireland', 'Cork')",logan_spencer1818682707@nimogy.biz,(+353) 6660746747,;Dairy products;Fruit and vegetables
Logan Stone,Logan,Stone,428525,2021-09-19,"Maple Road, 5696",England,-,Country,"('England', '-')",logan_stone1049257951@grannar.com,(+44) 3631053872,;Bakery products;Dairy products
Logan Taylor,Logan,Taylor,441544,2021-06-20,"East Rue, 7775",England,-,Country,"('England', '-')",logan_taylor1896998257@hourpy.biz,(+44) 6662715110,;Meat;Fruit and vegetables
Logan Thornton,Logan,Thornton,429379,2021-12-28,"Spruce Lane, 3940",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_thornton138095562@dionrab.com,(+353) 4105120020,;Meat
Logan Tutton,Logan,Tutton,457525,2021-10-03,"Blean   Route, 8765",England,Plymouth,City,"('England', 'Plymouth')",logan_tutton489116963@nickia.com,(+44) 4635683522,;Poultry and fish
Logan Weldon,Logan,Weldon,444012,2021-05-30,"Longleigh   Vale, 622",England,-,Country,"('England', '-')",logan_weldon1355531959@kideod.biz,(+44) 7460108222,;Poultry and fish;Milling
Logan Wood,Logan,Wood,439114,2021-05-31,"Longleigh   Avenue, 1282",Ireland,Limerick,City,"('Ireland', 'Limerick')",logan_wood422399786@sheye.org,(+353) 1680626158,;Meat;Fruit and vegetables;Milling
Logan Wooldridge,Logan,Wooldridge,423978,2021-04-15,"Linda   Rue, 5563",England,Oxford,City,"('England', 'Oxford')",logan_wooldridge1776106924@kideod.biz,(+44) 3163641078,;Dairy products;Poultry and fish
Lorraine Amstead,Lorraine,Amstead,441530,2021-10-11,"Balfour    Boulevard, 946",Ireland,Dublin,City,"('Ireland', 'Dublin')",lorraine_amstead2010589656@nickia.com,(+353) 8764035722,;Bakery products;Dairy products;Fruit and vegetables
Lorraine Barrett,Lorraine,Barrett,455784,2021-06-12,"Buttonwood Grove, 1871",Ireland,Waterford,City,"('Ireland', 'Waterford')",lorraine_barrett1467810675@ubusive.com,(+353) 8227140642,;Fruit and vegetables
Lorraine Lindop,Lorraine,Lindop,458532,2021-07-01,"Bicknell  Hill, 1202",Ireland,Cork,City,"('Ireland', 'Cork')",lorraine_lindop1407779031@tonsy.org,(+353) 76484507,;Fruit and vegetables
Lorraine Ross,Lorraine,Ross,444062,2021-07-07,"Glenwood Rue, 4580",England,Winchester,City,"('England', 'Winchester')",lorraine_ross2039622658@bulaffy.com,(+44) 7223065024,;Animal feeds;Fruit and vegetables
Lorraine Stuart,Lorraine,Stuart,441401,2021-07-26,"Arline    Drive, 2266",England,Plymouth,City,"('England', 'Plymouth')",lorraine_stuart254566067@joiniaa.com,(+44) 8716327573,;Dairy products;Milling
Louise Goldsmith,Louise,Goldsmith,460877,2021-12-03,"Birkenhead   Rue, 9259",England,Winchester,City,"('England', 'Winchester')",louise_goldsmith1707232971@supunk.biz,(+44) 6851017601,;Dairy products
Louise Hopkins,Louise,Hopkins,461719,2021-03-11,"Blenkarne  Vale, 8295",Ireland,-,Country,"('Ireland', '-')",louise_hopkins1393479704@gembat.biz,(+353) 7478341760,;Meat
Louise Murray,Louise,Murray,423988,2021-08-10,"East Street, 4299",Ireland,Dublin,City,"('Ireland', 'Dublin')",louise_murray1666681170@brety.org,(+353) 1122788408,;Animal feeds;Milling
Louise Wilton,Louise,Wilton,441548,2021-12-02,"Angrave    Grove, 7721",Ireland,Dublin,City,"('Ireland', 'Dublin')",louise_wilton691932247@atink.com,(+353) 6755461108,;Bakery products;Dairy products
Lucas Adler,Lucas,Adler,440129,2021-12-29,"Heritage Avenue, 3106",England,Plymouth,City,"('England', 'Plymouth')",lucas_adler114372365@mafthy.com,(+44) 211751576,;Dairy products
Lucas Andersson,Lucas,Andersson,442810,2021-11-09,"Belfort  Pass, 4352",Ireland,Limerick,City,"('Ireland', 'Limerick')",lucas_andersson527362656@mafthy.com,(+353) 4815734625,;Meat;Poultry and fish
Lucas Collingwood,Lucas,Collingwood,444606,2021-07-24,"Cleaver Road, 9016",Ireland,-,Country,"('Ireland', '-')",lucas_collingwood1172054754@nimogy.biz,(+353) 4570444763,;Dairy products;Poultry and fish
Lucas Cork,Lucas,Cork,460654,2021-11-02,"Biggerstaff   Rue, 2405",England,London,City,"('England', 'London')",lucas_cork1549490061@famism.biz,(+44) 775853163,;Milling
